make,model,ModelTypeText,model_variant,color,carType,Ccm,city,Co2EmissionText,ConsumptionRatingText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Km,Properties,Seats,TransmissionTypeText,extracted-value-ConsumptionTotalText,extracted-unit-ConsumptionTotalText
MERCEDES-BENZ,CL 600,CL 600,CL 600,Silver,Coupé,5513,Zuzwil,353 g/km,G,2,Hinterradantrieb,7,2003,Benzin,22400,"\"Ab MFK\"",4,Automat,14.7,l/100km
Ford (usa),MUSTANG,Mustang,null,Silver,Cabriolet,7200,Sursee,null,null,3,Hinterradantrieb,3,1968,Benzin,1000,null,4,Automat,null,""
Chevrolet,CORVETTE,Corvette ZR1,Corvette ZR1,Silver,Coupé,6162,Zuzwil,355 g/km,G,2,Hinterradantrieb,7,2009,Benzin,4000,"\"Ab MFK\"",2,Schaltgetriebe manuell,15.0,l/100km
Ferrari,F360,F360 Spider,F360 Spider,Silver,Cabriolet,3586,Zuzwil,440 g/km,null,2,Hinterradantrieb,2,2003,Benzin,55800,"\"Ab MFK\"",2,Automatik-Getriebe,19.3,l/100km
Daihatsu,CHARADE,Charade 1.0 Turbo,Charade 1.0 Turbo,Blue,Kleinwagen,993,Zuzwil,null,null,3,Vorderradantrieb,9,1985,Benzin,61800,"\"Ab MFK\"",4,Schaltgetriebe manuell,null,""
BMW,545,545i,545i,Silver,Limousine,4398,Zuzwil,264 g/km,null,4,Hinterradantrieb,9,2003,Benzin,33600,"\"Ab MFK\"",5,Automatik-Getriebe,10.9,l/100km
MERCEDES-BENZ,C 240,C 240 Elégance,C 240 Elégance,Silver,Limousine,2597,Zuzwil,257 g/km,null,4,Hinterradantrieb,7,2000,Benzin,162900,"\"Ab MFK\"",5,Automatik-Getriebe,10.7,l/100km
Maserati,GRANSPORT,Coupé GranSport,Coupé GranSport,Silver,Coupé,4244,Zuzwil,400 g/km,G,2,Hinterradantrieb,1,2005,Benzin,38400,"\"Ab MFK\", \"Direkt-/Parallelimport\"",4,Automatisiertes Schaltgetriebe,17.5,l/100km
MERCEDES-BENZ,SL 65 AMG,SL 65 AMG,SL 65 AMG,Silver,Cabriolet,5981,Zuzwil,362 g/km,G,2,Hinterradantrieb,7,2008,Benzin,24000,"\"Ab MFK\", \"Direkt-/Parallelimport\"",2,Automat sequentiell,14.0,l/100km
Porsche,911,911 Turbo,911 Turbo,Silver,Coupé,3600,Zuzwil,309 g/km,null,2,Allrad,2,2001,Benzin,82100,"\"Ab MFK\"",4,Automatik-Getriebe,12.9,l/100km
Nsu,"",TT,TT,Silver,Limousine,1177,Zuzwil,null,null,2,null,4,1972,Benzin,82804,"\"Ab MFK\"",5,Schaltgetriebe,null,""
Mclaren,12C,MP4-12C Coupé 3.8 V8,MP4-12C Coupé 3.8 V8,Silver,Coupé,3798,Zuzwil,279 g/km,G,2,Hinterradantrieb,3,2012,Benzin,1200,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,11.7,l/100km
BMW,735,735i,735i,Silver,Limousine,3498,Zuzwil,291 g/km,null,4,Hinterradantrieb,8,1999,Benzin,33900,"\"Ab MFK\"",5,Automat sequentiell,12.1,l/100km
MERCEDES-BENZ,E 250,E 250 CGI BlueEff Avgarde,E 250 CGI BlueEff Avgarde,Silver,Limousine,1796,Zuzwil,187 g/km,G,4,Hinterradantrieb,6,2010,Benzin,29800,"\"Ab MFK\"",5,Automat sequentiell,8.0,l/100km
Renault,ALPINE,Alpine A310 V6,Alpine A310 V6,Silver,Coupé,2664,Zuzwil,null,null,2,Hinterradantrieb,10,1982,Benzin,31000,"\"Ab MFK\"",4,Schaltgetriebe manuell,null,""
Citroen,C5,C5 3.0 V6 Exclusive,C5 3.0 V6 Exclusive,Blue,Limousine,2946,Zuzwil,226 g/km,G,5,Vorderradantrieb,6,2001,Benzin,83800,"\"Ab MFK\"",5,Schaltgetriebe manuell,9.6,l/100km
Toyota,COROLLA,Corolla 2.0 D4D L.Terra,Corolla 2.0 D4D L.Terra,Silver,Kombi,1995,Zuzwil,152 g/km,D,5,Vorderradantrieb,6,2004,Diesel,144000,"\"Ab MFK\"",5,Schaltgetriebe manuell,5.7,l/100km
Bentley,ARNAGE,Arnage Green Label,Arnage Green Label,Silver,Limousine,4398,Zuzwil,390 g/km,G,4,Hinterradantrieb,4,2000,Benzin,42300,"\"Ab MFK\"",5,Automat,19.9,l/100km
BMW,M6,M6,M6,Silver,Coupé,4999,Zuzwil,357 g/km,G,2,Hinterradantrieb,7,2005,Benzin,8500,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,14.8,l/100km
Porsche,911,911 Turbo,911 Turbo,Silver,Coupé,3600,Zuzwil,309 g/km,null,2,Allrad,12,2000,Benzin,60500,null,4,Automatik-Getriebe,12.9,l/100km
Ferrari,575M,575M,575M,Silver,Coupé,5748,Zuzwil,499 g/km,G,2,Hinterradantrieb,3,2005,Benzin,22500,"\"Ab MFK\"",2,Automatik-Getriebe,21.8,l/100km
BMW,X1,X1 xDrive 25d Sport Line,X1 xDrive 25d Sport Line,Silver,SUV / Geländewagen,1995,Zuzwil,145 g/km,C,5,Allrad,9,2012,Diesel,39200,"\"Ab MFK\"",5,Automat sequentiell,5.5,l/100km
MERCEDES-BENZ,S 65 AMG,S 65 L AMG 650PS,S 65 L AMG 650PS,Silver,Limousine,5981,Zuzwil,357 g/km,G,4,Hinterradantrieb,8,2004,Benzin,61000,"\"Ab MFK\"",5,Automat,14.9,l/100km
Ferrari,456,456M GT,456M GT,Silver,Coupé,5474,Zuzwil,495 g/km,G,2,Hinterradantrieb,3,2000,Benzin,35000,"\"Ab MFK\"",4,Schaltgetriebe manuell,22.0,l/100km
MERCEDES-BENZ,S 500,S 500,S 500,Silver,Limousine,5461,Zuzwil,286 g/km,G,4,Hinterradantrieb,2,2009,Benzin,52000,"\"Ab MFK\"",5,Automat sequentiell,12.2,l/100km
VW,GOLF,Golf R32 4Motion,Golf R32 4Motion,Silver,Limousine,3189,Zuzwil,235 g/km,G,5,Allrad,2,2007,Benzin,105800,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe,9.8,l/100km
Ford,CAPRI,CAPRI RS 2600,RS 2600,Blue,Coupé,2632,Zuzwil,null,null,3,Hinterradantrieb,5,1971,Benzin,64600,null,4,Schaltgetriebe,null,""
Renault,SPORT SPIDER,SPORT SPIDER Windschutzscheibe,Windschutzscheibe,Silver,Cabriolet,0,Zuzwil,null,null,0,Hinterradantrieb,9,2000,null,8000,"\"Ab MFK\"",2,Schaltgetriebe,null,""
Renault,R5,R5 Alpine,Alpine,Silver,Kleinwagen,1397,Zuzwil,null,null,3,Vorderradantrieb,7,1981,Benzin,147800,null,5,Schaltgetriebe,null,""
MERCEDES-BENZ,S 65 AMG,S 65 AMG L,S 65 AMG L,Silver,Limousine,5981,Zuzwil,355 g/km,G,4,Hinterradantrieb,6,2008,Benzin,56200,"\"Ab MFK\"",5,Automat sequentiell,14.8,l/100km
Renault,SPORT SPIDER,Spider 2.0 16V TURBO,Spider 2.0 16V TURBO,Silver,Cabriolet,1998,Zuzwil,null,null,2,Hinterradantrieb,6,1997,Benzin,23500,null,2,Schaltgetriebe manuell,8.7,l/100km
BMW,M6,M6,M6,Silver,Coupé,4999,Zuzwil,357 g/km,G,2,Hinterradantrieb,11,2006,Benzin,34500,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,14.8,l/100km
MERCEDES-BENZ,CL 500,CL 500 Prime Edition,CL 500 Prime Edition,Silver,Coupé,5461,Zuzwil,288 g/km,G,2,Hinterradantrieb,10,2006,Benzin,72200,"\"Ab MFK\"",4,Automat sequentiell,12.1,l/100km
Land Rover,RANGE ROVER,Range Rover 5.0 V8 SC,Range Rover 5.0 V8 SC,Silver,SUV / Geländewagen,4999,Zuzwil,348 g/km,G,5,Allrad,10,2010,Benzin,9000,"\"Ab MFK\"",5,Automat,14.9,l/100km
BMW,M5,M5,M5,Silver,Limousine,4941,Zuzwil,336 g/km,G,4,Hinterradantrieb,1,1999,Benzin,68500,null,5,Schaltgetriebe manuell,13.9,l/100km
MG,"",M Roadster,M Roadster,Silver,Coupé,740,Zuzwil,null,null,2,Hinterradantrieb,6,1930,Benzin,86000,"\"Ab MFK\"",2,Schaltgetriebe,null,""
MERCEDES-BENZ,S 600,S 600 L,S 600 L,Silver,Limousine,5513,Zuzwil,355 g/km,G,4,Hinterradantrieb,1,2003,Benzin,48100,"\"Ab MFK\"",5,Automat,14.8,l/100km
Jaguar,S-TYPE,S-Type 4.0 V8,S-Type 4.0 V8,Blue,Limousine,3996,Zuzwil,299 g/km,G,4,Hinterradantrieb,5,1999,Benzin,69200,"\"Ab MFK\"",5,Automat,12.5,l/100km
Fiat,SPIDER,124 Spider CSA Abarth,CSA Abarth,Silver,Cabriolet,1755,Zuzwil,null,null,2,null,7,1974,null,120000,null,2,Schaltgetriebe,null,""
Ferrari,F360,F360 Spider,F360 Spider,Silver,Cabriolet,3586,Zuzwil,440 g/km,G,2,Hinterradantrieb,5,2001,Benzin,41000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,19.3,l/100km
BMW-ALPINA,5 SERIES,5 SERIES B7 (E28),B7 (E28),Silver,Limousine,3430,Zuzwil,null,null,4,Hinterradantrieb,7,1985,Benzin,157000,null,5,Schaltgetriebe,null,""
ROLLS-ROYCE,CORNICHE,Corniche,Corniche,Silver,Cabriolet,6761,Zuzwil,456 g/km,G,2,Hinterradantrieb,7,2001,Benzin,38000,"\"Ab MFK\"",4,Automat,19.0,l/100km
Nissan,Skyline,Skyline R34 GTR,R34 GTR,Silver,Coupé,2568,Zuzwil,null,null,2,Allrad,1,2007,Benzin,2300,"\"Tuning\"",4,Schaltgetriebe,null,""
Audi,QUATTRO,quattro Turbo 20V,quattro Turbo 20V,Silver,Coupé,2225,Zuzwil,null,null,2,Allrad,1,1990,Benzin,125000,"\"Ab MFK\"",5,Schaltgetriebe manuell,null,""
Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,Silver,Kombi,4991,Zuzwil,333 g/km,G,5,Allrad,6,2008,Benzin,29300,"\"Ab MFK\", \"Tuning\"",5,Automat sequentiell,14.0,l/100km
Renault,ALPINE,Alpine A610 Turbo,Alpine A610 Turbo,Silver,Coupé,2962,Zuzwil,null,null,2,Hinterradantrieb,6,1992,Benzin,71600,"\"Ab MFK\"",4,Schaltgetriebe manuell,null,""
Audi,R8,R8 GT Spyder 5.2,R8 GT Spyder 5.2,Silver,Cabriolet,5204,Zuzwil,332 g/km,G,2,Allrad,6,2012,Benzin,5900,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,14.2,l/100km
Maserati,BITURBO,Biturbo Spyder E,Biturbo Spyder E,Silver,Cabriolet,2788,Zuzwil,null,null,2,Hinterradantrieb,3,1995,Benzin,39500,null,2,Schaltgetriebe manuell,null,""
Lotus,ELISE,Elise,Elise,Other,Cabriolet,1796,Zuzwil,183 g/km,G,2,Hinterradantrieb,10,2003,Benzin,38200,"\"Ab MFK\"",2,Schaltgetriebe manuell,7.7,l/100km
MERCEDES-BENZ,SLK 350,SLK 350,SLK 350,Blue,Cabriolet,3498,Zuzwil,255 g/km,null,2,Hinterradantrieb,5,2008,Benzin,3200,"\"Ab MFK\"",2,Automatik-Getriebe,10.6,l/100km
MERCEDES-BENZ,CLK 320,CLK 320 Sport,CLK 320 Sport,Silver,Coupé,3199,Zuzwil,242 g/km,G,2,Hinterradantrieb,6,1998,Benzin,61000,"\"Ab MFK\"",4,Automat,10.1,l/100km
Citroen,2CV,2CV6 Charleston,2CV6 Charleston,Silver,Kleinwagen,602,Zuzwil,null,null,4,Vorderradantrieb,7,1986,Benzin,80500,"\"Ab MFK\"",4,Schaltgetriebe manuell,null,""
MERCEDES-BENZ,E 430,E 430 Avantgarde,E 430 Avantgarde,Silver,Limousine,4266,Zuzwil,320 g/km,null,4,Hinterradantrieb,6,1998,Benzin,48500,"\"Ab MFK\"",5,Automat,13.9,l/100km
Renault,CLIO,Clio 3.0 Sport V6,Clio 3.0 Sport V6,Silver,Kleinwagen,2946,Zuzwil,285 g/km,G,3,Hinterradantrieb,11,2004,Benzin,61200,"\"Ab MFK\"",2,Schaltgetriebe manuell,11.9,l/100km
Renault,ALPINE,Alpine A310 V6,Alpine A310 V6,Silver,Coupé,2664,Zuzwil,null,null,2,Hinterradantrieb,12,1981,Benzin,139200,"\"Ab MFK\"",4,Schaltgetriebe manuell,null,""
Mclaren,12C,MP4-12C Coupé 3.8 V8,MP4-12C Coupé 3.8 V8,Silver,Coupé,3798,Zuzwil,279 g/km,G,2,Hinterradantrieb,4,2012,Benzin,19900,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,12.3,l/100km
Triumph,TR3,TR3,null,Silver,Cabriolet,1991,Safenwil,null,null,2,Hinterradantrieb,1,1957,Benzin,98320,"\"Ab MFK\"",2,Schaltgetriebe manuell,null,""
MERCEDES-BENZ,CL 55 AMG,CL 55 AMG,CL 55 AMG,Silver,Coupé,5439,Zuzwil,317 g/km,G,2,Hinterradantrieb,11,2002,Benzin,48300,"\"Ab MFK\"",4,Automat,13.2,l/100km
MERCEDES-BENZ,S 320,S 320,S 320,Silver,Limousine,3199,Zuzwil,276 g/km,G,4,Hinterradantrieb,3,2002,Benzin,69100,"\"Ab MFK\"",5,Automat,11.5,l/100km
MERCEDES-BENZ,SL 500,SL 500,SL 500,Silver,Cabriolet,4971,Zuzwil,null,null,2,Hinterradantrieb,3,1994,Benzin,111500,"\"Ab MFK\"",0,Automat,null,""
Bentley,CONTINENTAL,Continental FlyingSpur6.0,Continental FlyingSpur6.0,Blue,Limousine,5998,Zuzwil,396 g/km,G,4,Allrad,5,2012,Benzin,29000,"\"Ab MFK\"",5,Automat,17.0,l/100km
Porsche,911,911 Carrera Cabrio,911 Carrera Cabrio,Silver,Cabriolet,3387,Zuzwil,285 g/km,G,2,Hinterradantrieb,2,2001,Benzin,75400,"\"Ab MFK\"",4,Schaltgetriebe manuell,11.8,l/100km
Porsche,911,911 GT3,911 GT3,Silver,Coupé,3600,Zuzwil,320 g/km,null,2,Hinterradantrieb,3,2000,Benzin,42500,"\"Ab MFK\"",4,Schaltgetriebe manuell,12.9,l/100km
BMW,535,535d,535d,Silver,Limousine,2993,Zuzwil,211 g/km,G,4,Hinterradantrieb,1,2006,Diesel,29900,"\"Ab MFK\"",5,Automat sequentiell,8.0,l/100km
ROLLS-ROYCE,CORNICHE,Corniche,Corniche,Silver,Cabriolet,6761,Zuzwil,456 g/km,G,2,Hinterradantrieb,6,2002,Benzin,42000,"\"Ab MFK\"",4,Automat,17.8,l/100km
Aston Martin,DB7,DB7 Vantage Volante,DB7 Vantage Volante,Silver,Cabriolet,5935,Zuzwil,472 g/km,G,2,Hinterradantrieb,4,2004,Benzin,29000,"\"Ab MFK\"",4,Automat,19.7,l/100km
MERCEDES-BENZ,SL 500,SL 500,SL 500,Silver,Cabriolet,4973,Zuzwil,328 g/km,null,2,Hinterradantrieb,10,1996,Benzin,29800,"\"Ab MFK\"",2,Automat,14.3,l/100km
BMW,2002,2002 tii,tii,Silver,Limousine,1990,Zuzwil,null,null,2,Hinterradantrieb,4,1974,Benzin,93500,"\"Ab MFK\"",5,Schaltgetriebe,null,""
BMW,750,750iL,750iL,Silver,Limousine,5379,Zuzwil,332 g/km,null,4,Hinterradantrieb,6,1997,Benzin,42000,"\"Ab MFK\"",5,Automat sequentiell,14.2,l/100km
Bentley,ARNAGE,Arnage Green Label,Arnage Green Label,Silver,Limousine,4398,Zuzwil,390 g/km,G,4,Hinterradantrieb,6,1999,Benzin,85700,"\"Ab MFK\"",5,Automat,19.9,l/100km
BMW,M5,M5,M5,Silver,Limousine,4999,Zuzwil,357 g/km,G,4,Hinterradantrieb,4,2005,Benzin,27800,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe,14.8,l/100km
Renault,CLIO,Clio 2.0 16V Sport,Clio 2.0 16V Sport,Blue,Kleinwagen,1998,Zuzwil,208 g/km,G,3,Vorderradantrieb,2,2008,Benzin,147900,null,5,Schaltgetriebe manuell,8.9,l/100km
MERCEDES-BENZ,SLK 200,SLK 200 Kompressor,SLK 200 Kompressor,Silver,Cabriolet,1796,Zuzwil,196 g/km,G,2,Hinterradantrieb,7,2009,Benzin,160,"\"Ab MFK\"",2,Automat sequentiell,8.2,l/100km
BMW,M3,M3 CSL,M3 CSL,Silver,Coupé,3246,Zuzwil,287 g/km,G,2,Hinterradantrieb,7,2004,Benzin,88000,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,11.9,l/100km
MERCEDES-BENZ,SL 500,SL 500,SL 500,Silver,Cabriolet,4966,Zuzwil,304 g/km,G,2,Hinterradantrieb,5,2002,Benzin,64000,"\"Ab MFK\"",2,Automat,12.7,l/100km
BMW,M5,M5,M5,Silver,Limousine,4999,Zuzwil,357 g/km,G,4,Hinterradantrieb,4,2005,Benzin,33600,"\"Tuning\"",5,Automatisiertes Schaltgetriebe,14.8,l/100km
MERCEDES-BENZ,SL 500,SL 500,SL 500,Silver,Cabriolet,4966,Zuzwil,304 g/km,G,2,Hinterradantrieb,6,2002,Benzin,24400,"\"Ab MFK\"",2,Automat,12.7,l/100km
MERCEDES-BENZ,CL 600,CL 600,CL 600,Silver,Coupé,5786,Zuzwil,321 g/km,G,2,Hinterradantrieb,2,2002,Benzin,137000,"\"Ab MFK\", \"Direkt-/Parallelimport\"",4,Automat,13.4,l/100km
MERCEDES-BENZ,SL 500,SL 500 6.0 AMG,6.0 AMG,Silver,Cabriolet,5956,Zuzwil,null,null,2,Hinterradantrieb,3,1991,Benzin,98000,"\"Ab MFK\"",4,Automatik-Getriebe,null,""
MERCEDES-BENZ,S 65 AMG,S 65 AMG L,S 65 AMG L,Silver,Limousine,5981,Zuzwil,355 g/km,G,4,Hinterradantrieb,1,2007,Benzin,40300,"\"Ab MFK\"",5,Automat sequentiell,14.8,l/100km
Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,Silver,Kombi,4172,Zuzwil,350 g/km,G,5,Allrad,3,2003,Benzin,34000,"\"Direkt-/Parallelimport\"",5,Automat,14.6,l/100km
Land Rover,DISCOVERY,Discovery 3.9,Discovery 3.9,Silver,SUV / Geländewagen,3950,Zuzwil,null,null,3,Allrad,7,1998,Benzin,55800,"\"Ab MFK\"",5,Automatik-Getriebe,16.4,l/100km
Chevrolet,CAMARO,CAMARO,null,Blue,Cabriolet,5733,Sursee,null,null,0,null,3,1969,null,10000,null,4,Schaltgetriebe,null,""
BMW,M5,M5,M5,Silver,Limousine,4999,Zuzwil,357 g/km,G,4,Hinterradantrieb,6,2006,Benzin,31500,"\"Ab MFK\", \"Tuning\"",5,Automatisiertes Schaltgetriebe,14.8,l/100km
MERCEDES-BENZ,300,300 300SL W198,300SL W198,Silver,Coupé,2995,Sursee,null,null,2,Hinterradantrieb,5,1955,null,5000,null,0,Schaltgetriebe,null,""
Fiat,STILO,Stilo 1.8 16V Swiss,Stilo 1.8 16V Swiss,Silver,Limousine,1747,Zuzwil,190 g/km,G,3,Vorderradantrieb,8,2006,Benzin,28800,"\"Ab MFK\"",5,Schaltgetriebe manuell,8.0,l/100km
Lancia,"",Monte Carlo 137 AS,Monte Carlo 137 AS,Silver,Limousine,1994,Zuzwil,null,null,2,Vorderradantrieb,7,1978,Benzin,57000,"\"Ab MFK\"",2,Schaltgetriebe,null,""
Toyota,CARINA,CARINA Deluxe,Deluxe,Silver,Limousine,1589,Zuzwil,null,null,4,Hinterradantrieb,11,1972,Benzin,57700,"\"Ab MFK\"",5,Schaltgetriebe,null,""
MERCEDES-BENZ,E 320,E 320 Elégance,E 320 Elégance,Silver,Limousine,3199,Zuzwil,null,null,4,Hinterradantrieb,12,1996,Benzin,56100,"\"Ab MFK\"",5,Automat,11.9,l/100km
Porsche,CAYENNE,Cayenne S,Cayenne S,Silver,SUV / Geländewagen,4806,Zuzwil,358 g/km,null,5,Allrad,9,2009,Benzin,1,"\"Ab MFK\"",5,Automatik-Getriebe,14.9,l/100km
BMW,M3,M3,M3,Silver,Cabriolet,3246,Zuzwil,292 g/km,G,2,Hinterradantrieb,11,2002,Benzin,23900,"\"Ab MFK\"",4,Schaltgetriebe manuell,12.1,l/100km
BMW,650,650i xDrive,650i xDrive,Silver,Cabriolet,4395,Zuzwil,217 g/km,G,2,Allrad,1,2013,Benzin,5400,"\"Ab MFK\"",4,Automat sequentiell,9.3,l/100km
Chevrolet,CORVETTE,Corvette 6.2,Corvette 6.2,Silver,Coupé,6162,Zuzwil,316 g/km,G,2,Hinterradantrieb,3,2008,Benzin,33000,"\"Ab MFK\"",2,Schaltgetriebe manuell,13.3,l/100km
Maserati,COUPÉ GT,Coupé GT,Coupé GT,Blue,Coupé,4244,Zuzwil,400 g/km,G,2,Hinterradantrieb,6,2002,Benzin,53000,"\"Ab MFK\", \"Direkt-/Parallelimport\"",4,Automatisiertes Schaltgetriebe,17.5,l/100km
Ferrari,F360,F360 Modena Berlinetta,F360 Modena Berlinetta,Silver,Coupé,3586,Zuzwil,415 g/km,G,2,Hinterradantrieb,5,2000,Benzin,28000,"\"Ab MFK\"",2,Schaltgetriebe manuell,17.9,l/100km
BMW,328,328i Coupé,328i Coupé,Silver,Coupé,2792,Zuzwil,null,null,2,Hinterradantrieb,8,1996,Benzin,69800,"\"Ab MFK\"",5,Schaltgetriebe manuell,9.2,l/100km
MERCEDES-BENZ,S 65 AMG,S 65 AMG L,S 65 AMG L,Silver,Limousine,5981,Zuzwil,null,G,4,Hinterradantrieb,1,2007,Benzin,94000,"\"Ab MFK\"",5,Automat sequentiell,14.8,l/100km
Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,Silver,Kombi,4172,Zuzwil,350 g/km,G,5,Allrad,9,2002,Benzin,36900,"\"Ab MFK\"",5,Automat sequentiell,14.6,l/100km
Ferrari,F355,F355 Berlinetta,F355 Berlinetta,Silver,Coupé,3496,Zuzwil,null,null,2,Hinterradantrieb,5,1999,Benzin,29000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,20.8,l/100km
Volvo,S60,S60 2.4T,S60 2.4T,Silver,Limousine,2435,Zuzwil,220 g/km,G,4,Vorderradantrieb,4,2001,Benzin,145000,"\"Ab MFK\"",5,Schaltgetriebe manuell,9.2,l/100km
Chrysler,VIPER,Viper GTS,Viper GTS,Silver,Coupé,7990,Zuzwil,483 g/km,null,2,Hinterradantrieb,12,2000,Benzin,66900,"\"Ab MFK\"",2,Schaltgetriebe manuell,18.8,l/100km
Porsche,911,911 Turbo,911 Turbo,Silver,Coupé,3600,Zuzwil,309 g/km,G,2,Allrad,6,2000,Benzin,127800,"\"Ab MFK\"",4,Schaltgetriebe manuell,12.9,l/100km
Porsche,CAYENNE,Cayenne Turbo,Cayenne Turbo,Silver,SUV / Geländewagen,4511,Zuzwil,378 g/km,G,5,Allrad,1,2003,Benzin,156000,"\"Ab MFK\"",5,Automat,15.7,l/100km
Ford,"",RS200 EVO Gruppe B,RS200 EVO Gruppe B,Silver,Coupé,2100,Zuzwil,null,null,2,Allrad,8,1986,Benzin,1000,null,2,Schaltgetriebe,null,""
Audi,A8,A8 4.2 quattro,A8 4.2 quattro,Blue,Limousine,4172,Zuzwil,288 g/km,G,4,Allrad,1,2003,Benzin,26700,"\"Ab MFK\"",5,Automat,12.0,l/100km
Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,Silver,Kombi,4991,Zuzwil,333 g/km,G,5,Allrad,3,2010,Benzin,26300,"\"Ab MFK\"",5,Automat,14.0,l/100km
Porsche,PANAMERA,Panamera 4S 4.8,Panamera 4S 4.8,Silver,Limousine,4806,Zuzwil,254 g/km,G,5,Allrad,11,2010,Benzin,57600,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,10.8,l/100km
BMW,X5,X5 4.4i,X5 4.4i,Silver,SUV / Geländewagen,4398,Zuzwil,317 g/km,G,5,Allrad,8,2005,Benzin,14700,"\"Ab MFK\"",5,Automat sequentiell,13.1,l/100km
MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,Silver,Cabriolet,5439,Zuzwil,324 g/km,G,2,Hinterradantrieb,4,2004,Benzin,21400,"\"Ab MFK\"",2,Automat,13.5,l/100km
Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,Silver,Kombi,4172,Zuzwil,null,G,5,Allrad,10,2002,Benzin,46900,"\"Ab MFK\"",5,Automat sequentiell,14.6,l/100km
MERCEDES-BENZ,E 320,E 320 CDI Avantgarde,E 320 CDI Avantgarde,Silver,Limousine,2987,Zuzwil,202 g/km,G,4,Hinterradantrieb,6,2007,Diesel,100,"\"Ab MFK\"",5,Automat sequentiell,7.6,l/100km
Ferrari,F360,F360 Modena Berlinetta,F360 Modena Berlinetta,Silver,Coupé,3586,Zuzwil,440 g/km,G,2,Hinterradantrieb,11,2000,Benzin,25000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,19.3,l/100km
MERCEDES-BENZ,SL 500,SL 500,SL 500,Silver,Cabriolet,4966,Zuzwil,304 g/km,G,2,Hinterradantrieb,4,2002,Benzin,33000,"\"Ab MFK\"",2,Automat,12.7,l/100km
Lamborghini,MURCIÉLAGO,Murciélago LP670-4 SV Cpé,Murciélago LP670-4 SV Cpé,Silver,Coupé,6496,Zuzwil,480 g/km,G,2,Allrad,5,2010,Benzin,20800,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,20.6,l/100km
Porsche,PANAMERA,Panamera 4S 4.8,Panamera 4S 4.8,Silver,Limousine,4806,Zuzwil,254 g/km,G,5,Allrad,5,2010,Benzin,35500,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,10.8,l/100km
Jaguar,XJ,XJ 4.0 Sovereign,XJ 4.0 Sovereign,Blue,Limousine,3980,Zuzwil,310 g/km,null,4,Hinterradantrieb,3,1997,Benzin,161400,"\"Ab MFK\"",5,Automat,12.6,l/100km
MERCEDES-BENZ,S 600,S 600 L,S 600 L,Silver,Limousine,5513,Zuzwil,355 g/km,G,4,Hinterradantrieb,6,2003,Benzin,128800,"\"Ab MFK\"",5,Automat,14.8,l/100km
BMW,X5,X5 4.4i,X5 4.4i,Silver,SUV / Geländewagen,4398,Zuzwil,335 g/km,G,5,Allrad,12,2001,Benzin,91000,"\"Ab MFK\"",5,Automat,13.9,l/100km
Land Rover,RANGE ROVER SPORT,Range Rover Sport 4.2 V8 SC,Range Rover Sport 4.2 V8 SC,Silver,SUV / Geländewagen,4197,Zuzwil,374 g/km,G,5,Allrad,5,2006,Benzin,126300,"\"Ab MFK\"",5,Automat,15.9,l/100km
Porsche,CAYENNE,Cayenne Turbo S,Cayenne Turbo S,Silver,SUV / Geländewagen,4511,Zuzwil,378 g/km,G,5,Allrad,5,2007,Benzin,400,"\"Ab MFK\"",5,Automat sequentiell,15.7,l/100km
Porsche,CAYENNE,Cayenne Turbo,Cayenne Turbo,Silver,SUV / Geländewagen,4806,Zuzwil,358 g/km,G,5,Allrad,4,2008,Benzin,21000,"\"Ab MFK\"",5,Automat,14.9,l/100km
BMW,M5,M5,M5,Silver,Limousine,4395,Zuzwil,232 g/km,G,4,Hinterradantrieb,3,2012,Benzin,19000,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe,9.9,l/100km
BMW,328,328i,328i,Silver,Limousine,2793,Zuzwil,216 g/km,null,4,Hinterradantrieb,8,1999,Benzin,86300,"\"Ab MFK\"",5,Automatik-Getriebe,9.1,l/100km
BMW,330,330xi,330xi,Silver,Limousine,2979,Zuzwil,229 g/km,null,4,Allrad,11,2001,Benzin,124800,"\"Ab MFK\"",5,Automatik-Getriebe,9.6,l/100km
